frame_id,class_id,class_name,confidence,x1,y1,x2,y2
0,2,player,0.925478458404541,1378.740478515625,576.2977294921875,1420.753662109375,632.9280395507812
0,2,player,0.9210724234580994,1411.39404296875,465.857666015625,1442.748291015625,513.431396484375
0,2,player,0.9171851873397827,404.1830749511719,531.9615478515625,429.4225158691406,581.8418579101562
0,2,player,0.917030394077301,1577.663818359375,438.54583740234375,1608.0677490234375,482.58599853515625
0,2,player,0.9161752462387085,507.59014892578125,386.3431091308594,535.1852416992188,427.2331237792969
0,2,player,0.912511944770813,1369.4871826171875,469.65899658203125,1405.22314453125,519.625732421875
0,1,goalkeeper,0.9086033701896667,184.43455505371094,414.29522705078125,205.73675537109375,459.55340576171875
0,2,player,0.9079587459564209,756.6974487304688,360.31488037109375,774.2642211914062,397.0558776855469
0,2,player,0.9073686599731445,835.4931640625,733.281494140625,870.775390625,802.2929077148438
0,2,player,0.9066700339317322,1325.181884765625,412.05645751953125,1342.5399169921875,453.92657470703125
0,2,player,0.9065737724304199,991.1256103515625,398.124755859375,1015.1749267578125,437.4203796386719
0,2,player,0.9046990871429443,897.06591796875,324.10125732421875,911.4195556640625,356.3253173828125
0,2,player,0.9042978882789612,1642.36083984375,542.205810546875,1678.84130859375,593.590087890625
0,2,player,0.9009234309196472,1026.5745849609375,415.7969970703125,1045.2828369140625,454.4306945800781
0,2,player,0.8886006474494934,779.1473388671875,530.344482421875,796.9613037109375,584.6495361328125
0,2,player,0.8868779540061951,1453.6885986328125,380.646240234375,1469.7958984375,420.5164489746094
0,3,referee,0.8833993077278137,1000.1497192382812,431.07470703125,1024.029296875,473.95062255859375
0,2,player,0.875340461730957,1517.384033203125,620.4298095703125,1554.177978515625,691.1768188476562
0,2,player,0.8538207411766052,237.22158813476562,500.4394226074219,263.3920593261719,548.4815673828125
0,2,player,0.8492908477783203,1523.15576171875,655.353515625,1553.703125,715.8292236328125
0,2,player,0.8465623259544373,677.532470703125,459.92236328125,705.19482421875,507.00628662109375
0,2,player,0.8442471623420715,1630.982666015625,536.7819213867188,1654.799560546875,583.4725341796875
0,0,ball,0.8222085237503052,1344.3359375,351.7981872558594,1356.6783447265625,364.5111389160156
0,3,referee,0.8133005499839783,677.1571655273438,295.6274719238281,691.7719116210938,322.1995544433594
1,2,player,0.9252013564109802,1378.7841796875,576.299072265625,1420.74462890625,632.9320068359375
1,2,player,0.921018123626709,1411.395263671875,465.8529968261719,1442.7418212890625,513.428955078125
1,2,player,0.917050838470459,404.209716796875,531.9598388671875,429.43048095703125,581.8294677734375
1,2,player,0.9169921875,1577.7593994140625,438.5213928222656,1608.0516357421875,482.0832824707031
1,2,player,0.9165355563163757,507.5691833496094,386.3489685058594,535.1890869140625,427.2371520996094
1,2,player,0.9126830101013184,1369.4869384765625,469.64794921875,1405.2303466796875,519.6344604492188
1,1,goalkeeper,0.9086765050888062,184.45327758789062,414.2914123535156,205.737548828125,459.56048583984375
1,2,player,0.907842755317688,835.4833374023438,733.280029296875,870.7904663085938,802.343505859375
1,2,player,0.9076089262962341,756.6708984375,360.3015441894531,774.2603759765625,397.06640625
1,2,player,0.9067553877830505,991.1224365234375,398.103759765625,1015.160888671875,437.420166015625
1,2,player,0.90670245885849,1325.182373046875,412.0527648925781,1342.539306640625,453.9260559082031
1,2,player,0.9046666026115417,897.0653686523438,324.1004638671875,911.4208374023438,356.3275146484375
1,2,player,0.9043657183647156,1642.353515625,542.197509765625,1678.843505859375,593.5982666015625
1,2,player,0.9008873701095581,1026.5738525390625,415.7461853027344,1045.292724609375,454.4332580566406
1,2,player,0.8885178565979004,779.16943359375,530.3360595703125,796.9683837890625,584.6497192382812
1,2,player,0.8875576257705688,1453.6556396484375,380.65435791015625,1469.80810546875,420.5404052734375
1,3,referee,0.8837698101997375,1000.1478881835938,431.07281494140625,1024.0322265625,473.95025634765625
1,2,player,0.8734731078147888,1517.4052734375,620.4163208007812,1554.19775390625,691.6377563476562
1,2,player,0.8597307801246643,237.22055053710938,500.41552734375,263.4156188964844,548.479248046875
1,2,player,0.8490487337112427,1522.947265625,655.2421875,1553.730712890625,715.862060546875
1,2,player,0.8474782705307007,677.4849853515625,459.9132080078125,705.2070922851562,507.0272216796875
1,2,player,0.8419776558876038,1630.98828125,536.7698364257812,1654.797607421875,583.4849853515625
1,0,ball,0.8213809728622437,1344.3349609375,351.80816650390625,1356.678466796875,364.5050048828125
1,3,referee,0.8120260834693909,677.107421875,295.63934326171875,691.7906494140625,322.1886291503906
2,2,player,0.9303204417228699,401.4818115234375,531.8168334960938,431.2840576171875,582.5423583984375
2,2,player,0.9171839952468872,1577.311279296875,438.2508544921875,1608.14697265625,478.8406677246094
2,2,player,0.9129213690757751,1637.661376953125,541.0233154296875,1675.666748046875,590.8236083984375
2,2,player,0.9085953831672668,1411.302490234375,466.468505859375,1442.65673828125,513.838623046875
2,2,player,0.9044256210327148,893.92919921875,324.74761962890625,909.7266845703125,357.0941162109375
2,2,player,0.9043252468109131,1321.485595703125,412.8672180175781,1338.666259765625,454.48919677734375
2,2,player,0.9029869437217712,511.560546875,386.832763671875,534.85302734375,428.39453125
2,2,player,0.902667760848999,1388.37109375,576.6766357421875,1417.080078125,632.4498291015625
2,2,player,0.9021473526954651,848.8851318359375,733.9413452148438,873.257568359375,801.8675537109375
2,2,player,0.9021166563034058,778.4317016601562,529.8984375,799.6909790039062,584.5885620117188
2,2,player,0.9018188714981079,752.4237060546875,360.625732421875,772.2576904296875,398.00274658203125
2,1,goalkeeper,0.8975836634635925,180.28028869628906,415.3512268066406,200.80929565429688,460.40533447265625
2,2,player,0.8915084600448608,1024.31591796875,416.6979675292969,1045.129150390625,458.31793212890625
2,2,player,0.8906489014625549,989.145751953125,399.3409423828125,1014.4005126953125,438.5613098144531
2,2,player,0.8878380060195923,1451.880859375,380.9711608886719,1467.26171875,419.86083984375
2,2,player,0.8876427412033081,681.0972290039062,461.2713317871094,702.494384765625,507.9392395019531
2,2,player,0.8862572312355042,1373.279052734375,471.7242736816406,1406.2861328125,520.1904296875
2,2,player,0.8849872946739197,1518.26416015625,618.7546997070312,1560.010498046875,672.0181884765625
2,0,ball,0.8681865930557251,1355.3717041015625,358.1793518066406,1365.8062744140625,369.7132568359375
2,2,player,0.8536088466644287,1623.904541015625,535.87744140625,1650.9437255859375,581.849609375
2,2,player,0.8530964255332947,1528.2490234375,654.8291015625,1560.4405517578125,715.1819458007812
2,3,referee,0.8485093116760254,675.658935546875,296.144287109375,688.4993896484375,321.97705078125
2,2,player,0.817698061466217,233.84848022460938,499.99420166015625,265.1335144042969,547.9808349609375
2,3,referee,0.7790770530700684,1007.0233154296875,432.47369384765625,1025.3052978515625,474.314208984375
2,2,player,0.6522282361984253,1007.3761596679688,432.494873046875,1025.920654296875,474.50323486328125
2,1,goalkeeper,0.33775943517684937,233.87564086914062,499.95831298828125,265.20892333984375,548.0364990234375
3,2,player,0.9302743077278137,231.74327087402344,500.05059814453125,268.84979248046875,547.143310546875
3,2,player,0.9298420548439026,399.41424560546875,531.7276000976562,436.41644287109375,581.421875
3,2,player,0.9241276383399963,1528.6280517578125,651.34326171875,1565.222900390625,714.4458618164062
3,2,player,0.9237608909606934,774.4213256835938,528.9917602539062,803.1963500976562,585.1641235351562
3,2,player,0.9208851456642151,849.1902465820312,732.2333374023438,880.7268676757812,801.593994140625
3,2,player,0.916251540184021,1390.553955078125,575.8026123046875,1415.326904296875,632.1703491210938
3,1,goalkeeper,0.9145281314849854,176.2818145751953,415.885986328125,196.223388671875,462.4423828125
3,2,player,0.9112431406974792,1575.8155517578125,438.31549072265625,1609.5626220703125,480.7742614746094
3,2,player,0.9077703952789307,749.803466796875,360.8791809082031,771.1236572265625,398.10223388671875
3,2,player,0.9065671563148499,1632.90087890625,540.5538940429688,1672.351318359375,588.6470947265625
3,2,player,0.9045528769493103,684.1792602539062,461.420166015625,702.4365234375,508.10565185546875
3,2,player,0.9029072523117065,1317.97412109375,413.54803466796875,1335.5452880859375,455.6470947265625
3,2,player,0.9007361531257629,511.6551818847656,387.9468994140625,530.415771484375,428.9385986328125
3,2,player,0.8932670950889587,1377.8602294921875,472.7297058105469,1405.15869140625,521.519287109375
3,2,player,0.8919137120246887,989.2106323242188,400.2752685546875,1013.9313354492188,441.0792236328125
3,2,player,0.888860285282135,1026.1595458984375,416.6485595703125,1045.1402587890625,460.37847900390625
3,2,player,0.8864459991455078,1449.2113037109375,381.226318359375,1465.240234375,419.561279296875
3,2,player,0.8854433298110962,1413.7530517578125,467.3939208984375,1439.538818359375,513.9592895507812
3,2,player,0.8823657631874084,891.9708251953125,325.8312072753906,908.2547607421875,358.3209533691406
3,3,referee,0.8767411708831787,1007.5814208984375,433.01416015625,1030.2454833984375,474.09478759765625
3,2,player,0.8715324401855469,1521.7386474609375,617.2447509765625,1561.0184326171875,666.9725341796875
3,2,player,0.870119035243988,1618.1865234375,536.0676879882812,1645.55126953125,582.2258911132812
3,3,referee,0.8092204332351685,673.3239135742188,297.020263671875,686.0060424804688,321.7724609375
3,0,ball,0.7343945503234863,1365.1834716796875,365.10052490234375,1377.2647705078125,376.34954833984375
4,2,player,0.9359502792358398,847.2291259765625,731.4301147460938,886.7445068359375,801.734619140625
4,2,player,0.9298710227012634,772.53955078125,528.16015625,806.1148681640625,583.8128662109375
4,2,player,0.9297226667404175,231.5998992919922,500.61676025390625,271.741943359375,550.156005859375
4,2,player,0.928769588470459,1627.80615234375,540.7330322265625,1669.8819580078125,587.2049560546875
4,2,player,0.9278951287269592,397.9302062988281,532.1676635742188,438.2888488769531,582.533203125
4,2,player,0.923067033290863,1393.004150390625,573.8948364257812,1415.154052734375,631.7814331054688
4,2,player,0.9155732989311218,1530.4666748046875,650.5460205078125,1571.013427734375,711.3089599609375
4,2,player,0.9132766127586365,1445.59912109375,381.1828308105469,1463.16943359375,419.1673278808594
4,1,goalkeeper,0.9106359481811523,172.07504272460938,416.211181640625,191.49844360351562,463.426025390625
4,2,player,0.9085049033164978,682.920166015625,461.1665954589844,703.6700439453125,508.0117492675781
4,2,player,0.9056943655014038,1314.4676513671875,414.8734130859375,1330.61865234375,457.05120849609375
4,2,player,0.9021186232566833,991.3577270507812,401.5282287597656,1012.53515625,443.5163269042969
4,2,player,0.90105801820755,749.1444091796875,361.4301452636719,769.4365234375,398.7887878417969
4,3,referee,0.898844301700592,1005.499267578125,432.8658142089844,1032.4725341796875,473.0680847167969
